A, 55062, 43027
A, 54716, 43766
A, 54943, 41966
A, 57196, 43284
A, 54033, 40367
A, 56416, 42968
A, 56087, 43599
A, 54414, 44613
A, 52304, 42213
A, 57416, 43226
A, 54876, 42500
A, 52495, 41064
A, 54272, 43145
A, 55984, 40501
A, 53322, 41799
A, 55053, 43347
A, 54308, 42602
A, 54091, 44335
A, 50545, 49343
A, 50711, 50227
A, 49983, 48300
A, 51327, 46829
A, 53980, 49207
A, 52846, 50052
A, 51816, 47204
A, 51421, 49806
A, 49762, 47210
A, 51564, 50111
A, 51541, 48433
A, 54602, 50309
A, 51116, 48104
A, 53307, 51015
A, 51683, 49283
A, 51485, 48750
A, 52477, 50139
A, 52872, 50375
A, 54275, 48580
A, 51460, 49224
A, 52073, 50583
A, 50778, 50832
A, 52994, 49958
A, 52103, 49204
A, 51076, 50440
A, 49868, 50597
A, 51122, 48724
A, 53609, 48195
A, 50862, 48277
A, 50697, 47557
A, 52531, 50046
A, 51759, 49073
A, 50162, 50113
A, 51046, 51417
A, 52256, 47563
A, 54748, 47435
A, 51069, 50726
A, 53561, 46928
A, 50745, 51221
A, 51125, 52196
A, 49630, 48514
A, 53771, 49411
A, 50498, 50993
A, 52768, 50430
A, 51476, 50875
A, 50128, 50117
A, 49685, 48605
A, 49164, 46821
A, 51674, 48858
A, 50230, 49055
A, 53145, 48166
A, 50617, 48690
A, 53365, 47853
A, 53322, 49129
A, 52899, 49148
A, 53498, 48141
A, 50423, 47832
A, 51377, 48123
A, 50843, 49836
A, 51344, 48631
A, 52620, 47208
A, 53300, 49981
A, 53300, 50101
A, 51333, 48502
A, 52533, 48519
A, 49164, 49656
A, 52172, 50246
A, 52323, 49316
A, 49154, 48565
A, 50651, 49838
A, 50835, 50099
A, 53742, 49907
A, 50691, 50499
A, 51354, 46853
A, 50952, 49346
A, 52105, 49253
A, 52045, 48784
A, 51808, 47875
A, 51536, 50378
A, 52080, 46732
A, 51189, 50434
A, 51798, 48228
A, 51985, 49754
A, 53241, 53420
A, 52899, 48633
A, 54090, 49415
A, 51910, 50787
A, 51162, 51612
A, 52155, 50267
A, 49469, 49205
A, 51308, 49630
A, 50307, 51082
A, 50059, 45731
A, 50244, 48477
A, 48977, 47710
A, 48661, 50836
A, 51554, 51790
A, 51397, 50323
A, 52757, 50130
A, 52164, 47191
A, 51089, 48855
A, 52166, 48385
A, 52613, 50446
A, 51235, 49140
A, 50455, 50713
A, 52393, 49486
A, 51011, 48580
A, 51294, 48648
A, 52558, 50207
A, 53182, 51978
A, 53694, 51985
A, 50822, 48480
A, 50663, 49713
A, 49538, 51625
A, 53264, 48831
A, 51545, 48362
A, 51808, 52179
A, 53242, 51473
A, 49352, 49577
A, 51610, 48965
A, 48381, 48106
A, 48715, 49479
A, 50929, 50250
A, 50452, 48945
A, 52903, 49650
A, 52902, 50105
A, 50369, 49615
A, 51003, 48693
A, 51586, 49170
A, 52214, 50324
A, 51815, 49375
A, 50015, 49385
A, 49968, 44951
A, 51274, 51159
A, 50139, 48240
A, 51568, 48212
A, 52094, 49427
A, 53771, 49868
A, 52696, 51309
A, 51353, 50271
A, 52110, 48679
A, 53065, 49559
A, 51243, 49471
A, 49158, 47569
A, 51589, 53212
A, 50716, 50226
A, 52917, 51056
A, 52046, 47422
A, 50183, 48147
A, 49685, 50701
A, 59637, 45811
A, 60147, 45082
A, 60025, 50540
A, 62099, 45862
A, 62457, 44344
A, 60734, 45976
A, 61654, 45375
A, 62737, 46856
A, 59434, 45767
A, 61383, 46454
A, 59180, 45359
A, 62661, 46734
A, 61930, 45278
A, 61909, 46072
A, 63957, 47753
A, 62033, 45635
A, 58244, 45992
A, 61159, 45013
A, 61495, 46965
A, 62011, 48870
A, 59014, 46813
A, 59953, 46852
A, 61075, 46380
A, 59978, 45921
A, 63518, 45366
A, 60662, 45183
A, 61917, 49590
A, 58162, 45461
A, 58656, 47841
A, 60103, 43554
A, 61360, 46709
A, 61576, 48371
A, 59026, 46292
A, 61555, 46519
A, 63261, 45819
A, 61252, 48636
A, 60366, 46199
A, 59988, 48268
A, 62906, 45197
A, 59397, 44267
A, 61898, 46911
A, 62684, 47619
A, 62113, 46253
A, 61034, 48519
A, 60097, 49612
A, 59797, 43693
A, 61500, 44023
A, 58569, 46086
A, 62098, 48364
A, 60135, 46592
A, 63119, 45688
A, 61016, 47793
A, 60779, 47519
A, 61530, 46159
A, 62512, 46476
A, 59835, 47222
A, 59495, 47409
A, 58468, 48906
A, 57948, 47995
A, 59107, 48912
A, 61258, 46064
A, 59691, 47572
A, 59628, 46865
A, 60173, 48289
A, 61201, 45635
A, 62400, 45584
A, 59578, 48612
A, 61786, 44837
A, 60755, 44937
A, 61942, 46526
A, 61501, 45670
A, 59458, 47430
A, 60630, 47285
A, 59370, 48566
A, 59677, 46828
A, 62217, 43734
A, 59962, 46140
A, 59247, 43976
A, 62951, 43581
A, 64197, 46477
A, 58954, 45292
A, 62130, 43638
A, 61766, 44822
A, 61211, 44484
A, 62982, 45314
A, 60461, 46738
A, 61434, 46270
A, 60185, 48738
A, 60602, 44756
A, 62991, 49882
A, 60817, 46350
A, 59524, 46701
A, 61589, 48446
A, 63760, 44658
A, 62292, 48885
A, 63074, 47510
A, 60573, 45064
A, 62195, 46716
A, 58990, 47402
A, 58730, 46167
A, 61872, 46473
A, 62583, 48197
A, 63311, 44483
A, 61267, 46010
A, 59364, 48273
A, 61827, 44599
A, 58938, 46819
A, 60129, 46161
A, 56623, 47837
A, 60470, 45222
A, 61691, 45495
A, 60109, 43495
A, 58717, 46859
A, 58565, 46331
A, 60601, 47937
A, 62566, 49149
A, 61903, 46451
A, 61782, 47084
A, 61954, 45907
A, 62345, 47091
A, 58264, 45640
A, 61303, 48326
A, 58773, 43499
A, 63086, 47075
A, 63081, 47684
A, 60204, 46955
A, 60597, 46399
A, 59077, 48115
A, 61768, 44391
A, 58976, 45060
A, 60989, 47257
A, 61190, 47066
A, 60972, 46551
A, 60077, 44786
A, 61432, 46817
A, 62600, 45672
A, 61396, 48168
A, 62082, 46029
A, 62480, 45840
A, 60049, 45388
A, 59918, 48366
A, 62084, 45119
A, 60707, 46058
A, 60634, 45826
A, 63489, 44063
A, 62451, 48261
A, 62426, 44954
A, 61782, 49028
A, 61595, 47677
A, 62779, 47041
A, 59953, 50937
A, 60526, 53180
A, 58802, 53819
A, 62297, 52300
A, 58604, 54336
A, 60766, 55324
A, 58238, 51102
A, 60125, 49071
A, 59177, 52894
A, 61205, 52646
A, 59620, 53606
A, 61566, 53795
A, 62010, 50563
A, 55811, 52761
A, 57938, 52825
A, 62783, 52794
A, 59198, 52561
A, 59786, 51948
A, 60902, 55082
A, 60679, 50894
A, 63223, 53981
A, 60586, 48986
A, 61159, 54532
A, 61033, 52468
A, 61475, 53918
A, 62169, 51916
A, 58904, 53725
A, 60531, 53274
A, 61442, 51792
A, 60235, 52007
A, 58915, 50231
A, 62109, 50367
A, 59971, 53488
A, 60369, 52563
A, 57329, 51751
A, 59933, 56156
A, 61775, 53359
A, 61599, 53671
A, 60106, 49519
A, 57978, 52975
A, 63057, 51681
A, 61776, 51655
A, 62364, 50648
A, 60327, 51525
A, 59857, 53804
A, 59856, 50041
A, 58313, 52980
A, 62549, 54640
A, 59146, 54829
A, 61469, 51409
A, 58371, 50040
A, 61314, 51110
A, 60548, 53678
A, 59922, 52786
A, 58762, 51916
A, 60854, 52169
A, 62313, 53461
A, 60787, 51558
A, 60948, 49685
A, 60644, 51665
A, 59095, 50820
A, 58808, 52874
A, 63244, 53722
A, 61129, 52867
A, 60730, 52083
A, 61190, 54253
A, 57940, 53483
A, 60793, 50532
A, 57987, 50535
A, 57316, 51557
A, 57344, 53713
A, 59345, 53451
A, 59309, 53689
A, 63148, 54994
A, 65535, 51609
A, 58432, 52328
A, 61739, 52881
A, 58769, 54508
A, 62146, 50611
A, 61353, 52949
A, 60249, 52238
A, 60703, 52037
A, 61407, 52897
A, 59622, 51840
A, 58297, 53749
A, 58234, 52471
A, 63457, 52600
A, 60443, 53128
A, 62485, 51824
A, 59626, 52498
A, 60245, 51232
A, 60088, 51401
A, 59466, 51775
A, 59673, 50869
A, 59396, 54860
A, 60024, 50389
A, 63143, 53181
A, 61364, 52426
A, 61272, 52410
A, 61352, 50032
A, 60794, 53091
A, 58644, 54218
A, 60576, 51753
A, 59434, 52433
A, 61099, 50199
A, 57111, 51732
A, 59385, 51054
A, 59626, 52424
A, 62053, 52942
A, 59411, 54228
A, 63256, 53319
A, 61799, 52927
A, 56783, 52846
A, 61232, 53224
A, 60221, 52022
A, 58815, 54259
A, 58336, 53014
A, 60820, 53919
A, 59816, 53916
A, 60946, 53614
A, 57803, 50468
A, 59045, 52706
A, 60617, 51398
A, 61019, 51535
A, 60753, 50736
A, 62592, 54099
A, 60868, 51134
A, 60597, 51012
A, 60201, 52003
A, 60152, 49128
A, 59566, 53452
A, 59703, 52501
A, 58933, 53890
A, 59898, 51245
A, 60079, 53099
A, 62063, 51857
A, 60308, 51685
A, 61447, 51661
A, 58543, 53625
A, 61593, 51496
A, 61290, 54028
A, 61105, 49647
A, 60231, 53265
A, 59558, 52776
A, 58402, 52389
A, 58134, 51877
A, 59040, 54950
A, 63162, 53609
A, 58718, 49514
A, 60396, 52805
A, 44040, 46197
A, 46006, 46521
A, 47260, 47193
A, 45600, 46395
A, 44324, 44879
A, 42732, 45444
A, 43609, 46066
A, 46021, 44331
A, 45527, 42803
A, 44401, 45918
A, 44023, 46226
A, 44772, 46447
A, 46125, 45879
A, 45451, 47318
A, 44081, 47210
A, 45840, 49753
A, 46384, 44600
A, 44279, 43434
A, 44882, 47245
A, 45818, 44321
A, 45019, 45549
A, 43897, 46696
A, 43524, 46836
A, 42508, 47345
A, 45015, 46110
A, 45356, 44834
A, 45010, 47987
A, 43712, 46227
A, 46179, 46421
A, 45360, 46378
A, 44163, 47526
A, 46904, 46553
A, 42409, 44578
A, 43905, 45300
A, 42749, 45475
A, 44698, 44129
A, 43280, 46617
A, 45574, 47897
A, 43851, 47533
A, 44478, 46315
A, 44520, 46484
A, 46371, 47909
A, 42904, 44785
A, 44901, 44409
A, 43361, 48159
A, 43714, 43305
A, 44492, 45977
A, 43671, 47848
A, 43629, 46252
A, 45612, 47971
A, 44877, 48055
A, 44762, 46708
A, 46340, 45960
A, 42187, 44860
A, 42896, 46268
A, 44691, 46276
A, 42616, 48423
A, 44100, 44734
A, 45893, 47567
A, 45486, 44940
A, 46071, 50218
A, 46857, 48357
A, 46050, 46610
A, 44886, 47155
A, 45351, 45046
A, 44677, 47921
A, 45206, 46504
A, 44977, 46050
A, 46042, 47659
A, 44793, 47895
A, 45298, 46876
A, 42300, 46449
A, 45015, 44653
A, 46676, 46171
A, 45440, 45988
A, 46055, 47085
A, 44201, 48116
A, 45308, 45173
A, 46229, 46865
A, 45738, 46899
A, 43439, 43985
A, 42348, 46774
A, 45146, 47690
A, 46211, 44206
A, 44565, 44177
A, 46191, 48317
A, 45909, 45961
A, 44577, 46345
A, 46157, 45612
A, 41927, 48543
A, 45309, 46374
A, 46051, 45145
A, 41508, 47088
A, 44238, 45158
A, 45806, 46785
A, 45230, 47186
A, 42223, 47000
A, 44108, 46834
A, 46761, 47183
A, 45727, 44795
A, 45234, 46110
A, 46226, 45384
A, 44460, 46396
A, 46924, 47066
A, 44201, 46722
A, 45562, 47033
A, 43711, 47308
A, 46969, 46954
A, 46080, 45768
A, 43869, 48571
A, 45755, 46024
A, 44704, 46111
A, 45754, 46817
A, 44916, 46930
A, 45205, 44698
A, 45636, 41946
A, 43794, 43368
A, 42990, 47111
A, 44324, 47646
A, 46585, 48285
A, 43138, 47056
A, 44109, 47298
A, 42078, 45102
A, 44719, 47108
A, 43690, 44669
A, 43682, 47550
A, 45997, 46437
A, 45652, 46746
A, 45705, 47041
A, 45374, 46355
A, 45536, 44653
A, 45595, 47049
A, 44325, 46733
A, 46511, 47373
A, 44717, 47856
A, 45786, 46580
A, 41089, 45626
A, 41851, 44047
A, 47162, 47068
A, 46773, 44941
A, 45806, 45282
A, 43274, 47372
A, 42182, 45481
A, 43583, 47308
A, 44362, 45655
A, 43611, 45959
A, 42283, 44263
A, 48266, 45184
A, 45821, 47089
A, 47332, 45389
A, 37900, 43700
A, 38172, 42792
A, 38870, 44459
A, 36702, 45802
A, 39220, 45233
A, 39240, 45636
A, 38915, 45632
A, 37496, 46121
A, 37626, 43520
A, 36859, 42832
A, 36497, 45576
A, 37937, 43875
A, 37414, 45176
A, 39339, 45642
A, 38768, 44701
A, 41073, 43678
A, 35880, 44226
A, 37556, 45014
A, 39028, 46813
A, 39129, 45517
A, 39139, 43725
A, 39846, 44359
A, 38946, 42243
A, 37889, 42985
A, 37202, 42594
A, 39657, 46012
A, 40225, 43669
A, 39702, 45456
A, 36022, 44378
A, 39149, 44151
A, 38749, 44262
A, 36524, 45489
A, 39630, 45246
A, 38678, 43050
A, 38805, 43472
A, 36611, 46457
A, 40358, 44017
A, 42141, 45706
A, 36701, 43206
A, 37160, 42132
A, 39036, 46009
A, 38631, 43541
A, 39553, 42753
A, 38443, 45629
A, 35876, 43700
A, 37021, 42818
A, 41819, 44466
A, 40028, 44930
A, 37346, 45508
A, 38863, 44153
A, 38508, 42962
A, 37264, 47422
A, 38967, 44890
A, 37439, 44820
A, 37270, 43745
A, 38396, 44576
A, 38385, 42809
A, 38104, 44902
A, 36294, 42107
A, 36196, 48017
A, 37836, 43781
A, 38015, 47510
A, 36982, 42306
A, 34913, 45567
A, 35954, 45537
A, 37321, 45452
A, 38878, 44922
A, 36692, 43157
A, 39976, 45731
A, 36945, 43736
A, 39339, 47635
A, 37645, 43455
A, 39633, 45001
A, 36611, 43308
A, 34906, 46250
A, 38611, 43370
A, 41704, 45883
A, 39621, 43859
A, 38077, 43794
A, 40492, 47761
A, 34702, 44962
A, 37823, 45829
A, 36125, 46077
A, 39395, 47560
A, 37207, 41740
A, 37616, 47074
A, 40281, 44811
A, 38038, 48847
A, 39125, 42626
A, 36602, 45948
A, 38478, 45047
A, 37382, 44795
A, 34334, 42680
A, 36768, 41959
A, 37938, 45945
A, 35861, 45653
A, 38094, 44260
A, 37969, 44116
A, 36962, 45354
A, 36490, 44675
A, 38348, 45436
A, 40941, 43844
A, 36794, 42112
A, 37542, 46600
A, 37933, 46235
A, 41131, 42932
A, 38015, 46380
A, 36468, 45109
A, 35208, 47795
A, 38449, 43572
A, 39124, 42972
A, 35984, 42959
A, 40255, 44800
A, 37430, 41616
A, 36451, 44885
A, 38267, 44239
A, 38653, 43402
A, 39128, 42928
A, 40318, 44621
A, 39291, 43282
A, 36671, 44622
A, 37140, 44018
A, 36271, 44809
A, 38421, 44847
A, 37125, 44254
A, 41955, 45767
A, 37094, 44119
A, 37694, 42646
A, 38965, 45780
A, 37904, 44387
A, 39379, 44164
A, 36780, 43453
A, 38535, 43780
A, 38827, 45565
A, 37760, 44128
A, 37103, 46501
A, 36567, 45438
A, 39429, 44771
A, 38365, 45290
A, 37201, 46980
A, 38197, 42246
A, 38657, 45536
A, 37755, 43877
A, 37701, 44638
A, 40228, 46360
A, 35969, 44284
A, 36903, 42584
A, 38661, 44045
A, 38646, 42669
A, 37416, 45799
A, 36035, 49446
A, 38117, 50251
A, 36690, 49591
A, 34794, 50227
A, 37120, 50499
A, 35693, 52595
A, 34424, 50941
A, 35866, 51091
A, 37703, 52241
A, 34587, 49905
A, 33678, 52163
A, 36568, 52539
A, 35268, 51811
A, 38729, 49255
A, 36501, 48967
A, 34736, 48182
A, 33096, 50259
A, 37830, 51496
A, 35451, 47900
A, 35724, 51642
A, 36425, 52080
A, 35938, 51733
A, 38012, 50808
A, 33453, 50485
A, 36714, 49251
A, 37741, 49565
A, 37294, 50769
A, 37509, 49964
A, 34605, 51599
A, 35289, 50416
A, 38044, 50643
A, 37268, 53110
A, 36656, 50566
A, 36229, 52718
A, 35130, 50291
A, 36510, 50240
A, 36021, 48965
A, 36001, 50147
A, 38506, 49918
A, 38123, 52510
A, 35792, 48033
A, 38875, 51578
A, 36128, 48920
A, 33825, 51800
A, 38347, 52233
A, 33348, 49892
A, 36163, 53031
A, 38329, 47862
A, 36978, 48153
A, 37327, 51814
A, 35640, 50947
A, 38899, 50810
A, 35153, 49820
A, 37773, 51076
A, 35854, 49904
A, 36557, 48528
A, 39462, 50878
A, 35609, 51438
A, 36400, 49928
A, 39355, 49950
A, 35678, 48944
A, 36240, 50203
A, 37851, 50911
A, 35529, 48483
A, 34856, 50507
A, 34555, 47854
A, 37617, 51514
A, 35288, 52498
A, 37102, 50697
A, 36117, 50939
A, 36195, 51606
A, 37334, 49489
A, 36894, 47891
A, 36510, 50444
A, 35679, 51251
A, 34039, 48581
A, 35416, 50433
A, 35292, 47507
A, 35473, 49117
A, 36805, 51837
A, 34907, 49407
A, 38576, 50876
A, 36911, 52330
A, 34151, 50380
A, 35994, 50817
A, 35873, 50003
A, 36406, 50463
A, 36711, 51816
A, 36773, 50930
A, 36847, 53455
A, 37462, 52043
A, 37317, 49835
A, 36221, 54174
A, 34893, 50011
A, 37153, 52163
A, 34999, 50316
A, 38215, 53643
A, 36818, 50538
A, 34119, 52062
A, 36099, 51107
A, 34017, 50315
A, 34972, 50553
A, 33611, 50666
A, 33361, 48121
A, 38446, 48060
A, 34622, 51962
A, 31946, 51702
A, 34976, 51227
A, 34143, 49934
A, 35518, 50270
A, 36539, 51996
A, 34748, 51075
A, 35055, 51610
A, 37740, 50009
A, 38157, 49848
A, 37775, 49692
A, 36319, 52029
A, 36552, 51655
A, 32979, 50394
A, 34994, 52092
A, 37047, 48811
A, 36847, 53569
A, 34617, 52089
A, 37507, 50353
A, 32954, 50861
A, 36008, 48930
A, 38371, 51242
A, 34908, 50703
A, 37348, 49716
A, 35338, 51900
A, 36979, 51524
A, 35275, 50848
A, 37365, 52976
A, 36288, 52087
A, 35328, 53446
A, 34733, 51912
A, 35553, 51517
A, 38070, 53037
A, 35152, 50692
A, 37005, 51257
A, 36522, 50164
A, 37810, 48108
A, 36619, 46682
A, 35912, 49827
A, 38795, 48442
A, 34981, 48664
A, 36403, 48903
A, 34507, 47459
A, 37485, 51322
A, 38515, 50074
A, 31066, 46469
A, 30611, 46226
A, 29328, 44467
A, 29589, 46786
A, 30863, 47267
A, 32118, 43011
A, 33642, 48588
A, 29513, 44633
A, 28483, 46037
A, 30420, 42435
A, 31130, 46909
A, 29934, 47200
A, 32303, 47345
A, 30906, 47311
A, 29581, 44268
A, 28832, 44831
A, 29906, 47016
A, 31073, 46483
A, 30198, 47951
A, 31032, 45152
A, 32141, 43787
A, 27818, 46878
A, 30370, 43579
A, 30879, 41734
A, 31448, 44717
A, 33078, 44208
A, 30581, 46960
A, 32202, 47711
A, 31905, 46820
A, 36071, 44535
A, 28440, 44810
A, 31170, 46097
A, 32193, 45876
A, 34126, 46746
A, 31067, 45079
A, 31167, 47656
A, 33790, 46438
A, 30561, 46264
A, 31109, 44892
A, 33014, 45886
A, 32463, 45301
A, 30997, 45889
A, 30534, 46102
A, 29735, 48055
A, 28512, 45840
A, 32901, 45871
A, 31926, 45424
A, 32819, 47173
A, 31542, 45614
A, 30793, 42766
A, 30764, 43714
A, 31793, 46337
A, 31657, 46117
A, 30537, 43629
A, 32209, 47167
A, 32744, 43999
A, 29246, 46479
A, 29476, 43739
A, 30758, 41842
A, 30553, 47040
A, 31802, 47476
A, 29976, 46087
A, 30957, 47930
A, 32118, 46390
A, 30694, 44466
A, 30439, 47075
A, 31920, 46382
A, 31778, 47518
A, 29259, 45342
A, 30472, 44653
A, 32252, 46230
A, 31852, 45306
A, 32198, 46699
A, 31370, 45222
A, 32264, 46894
A, 32335, 45997
A, 31154, 45908
A, 28736, 40792
A, 29679, 46301
A, 32210, 46786
A, 31213, 43528
A, 31291, 44107
A, 31127, 47321
A, 28118, 44775
A, 31119, 46055
A, 29705, 47057
A, 31624, 45467
A, 30790, 47566
A, 31604, 46454
A, 30100, 45879
A, 29919, 45857
A, 30801, 44512
A, 33008, 44407
A, 32062, 45990
A, 29052, 45808
A, 30659, 44846
A, 30026, 45682
A, 30627, 44454
A, 30382, 43613
A, 31871, 44973
A, 32139, 46892
A, 30578, 44542
A, 29043, 45436
A, 32211, 48405
A, 30016, 44487
A, 31178, 44394
A, 30522, 46566
A, 32049, 47819
A, 29855, 45626
A, 31054, 44541
A, 29608, 45031
A, 29612, 45840
A, 31350, 44748
A, 30806, 45234
A, 33610, 44086
A, 33021, 43481
A, 31152, 46517
A, 29368, 46709
A, 30888, 45683
A, 33108, 45964
A, 34179, 48012
A, 29599, 44203
A, 28615, 47158
A, 31622, 45004
A, 30047, 45342
A, 31991, 44255
A, 31144, 43395
A, 29855, 45069
A, 29912, 46430
A, 30220, 45595
A, 29812, 46044
A, 29899, 45748
A, 34751, 49387
A, 30128, 45204
A, 30635, 43889
A, 30294, 45296
A, 31764, 46849
A, 34639, 46169
A, 30302, 47776
A, 30371, 45565
A, 31911, 45528
A, 29707, 44749
A, 31573, 45804
A, 30257, 45725
A, 31476, 44300
A, 28961, 43127
A, 30635, 45556
A, 31375, 45645
A, 31662, 45383
A, 30947, 43537
A, 23842, 44933
A, 25896, 45359
A, 21800, 47934
A, 24542, 44728
A, 23441, 45886
A, 24535, 44138
A, 24486, 43549
A, 25819, 45207
A, 24646, 45406
A, 24392, 46261
A, 25166, 45053
A, 22211, 45191
A, 20458, 45329
A, 24316, 45453
A, 21958, 45560
A, 22184, 44249
A, 23144, 45494
A, 24266, 44510
A, 26221, 45421
A, 22912, 46671
A, 25740, 44473
A, 23877, 45909
A, 23609, 46656
A, 23433, 45945
A, 22387, 47332
A, 22050, 45954
A, 21444, 46964
A, 22051, 44212
A, 23554, 45863
A, 24929, 43868
A, 22096, 47233
A, 23462, 44483
A, 25301, 46117
A, 22168, 46142
A, 23939, 46011
A, 24675, 45135
A, 23107, 46354
A, 20963, 45739
A, 22876, 45874
A, 23487, 42557
A, 22163, 45795
A, 23404, 44335
A, 21221, 44474
A, 22638, 45554
A, 21615, 48163
A, 20714, 45805
A, 23688, 45829
A, 23515, 46366
A, 23692, 44325
A, 24567, 43379
A, 24343, 46878
A, 23272, 45633
A, 21255, 44721
A, 22392, 47698
A, 22575, 45576
A, 23378, 45780
A, 21147, 44235
A, 23016, 45266
A, 21108, 45235
A, 23136, 46375
A, 23584, 44797
A, 24890, 43027
A, 24311, 41002
A, 24738, 44640
A, 26216, 43410
A, 23658, 45171
A, 23855, 45931
A, 22615, 45157
A, 23820, 44976
A, 23767, 43141
A, 21854, 45512
A, 20838, 46554
A, 25822, 48220
A, 21171, 46906
A, 23376, 45082
A, 24788, 44771
A, 24522, 45861
A, 25495, 42792
A, 23958, 44468
A, 23825, 46811
A, 24527, 46626
A, 23835, 46847
A, 22937, 43548
A, 21657, 45779
A, 24273, 42879
A, 26228, 46553
A, 23338, 46902
A, 24477, 43061
A, 24736, 45066
A, 22976, 47248
A, 23230, 46643
A, 23589, 42521
A, 22285, 45629
A, 26468, 45504
A, 21561, 44237
A, 22250, 45658
A, 23906, 45475
A, 23754, 47759
A, 23594, 45950
A, 24330, 45763
A, 25198, 46841
A, 24438, 45278
A, 22378, 42929
A, 25044, 44899
A, 22934, 45175
A, 24259, 43678
A, 24947, 45212
A, 23737, 44771
A, 24847, 44152
A, 23038, 45476
A, 23277, 44688
A, 20307, 46589
A, 20494, 45315
A, 25807, 47714
A, 22166, 45254
A, 25532, 46572
A, 27376, 45995
A, 22506, 43691
A, 24987, 44077
A, 22999, 46007
A, 22034, 44197
A, 20914, 44091
A, 25535, 46274
A, 23288, 45258
A, 22341, 46998
A, 23954, 47601
A, 21368, 45917
A, 23746, 45135
A, 25316, 46217
A, 22485, 48161
A, 24868, 46549
A, 23674, 43785
A, 22995, 44707
A, 27463, 46986
A, 25679, 47098
A, 21579, 45924
A, 21055, 45837
A, 26609, 47476
A, 24628, 45035
A, 24355, 48292
A, 24966, 43815
A, 23763, 44750
A, 20485, 46394
A, 23524, 46587
A, 23628, 44730
A, 25693, 46232
A, 25345, 45149
A, 22546, 43351
A, 24514, 48478
A, 22225, 44140
A, 56907, 37079
A, 60236, 35088
A, 58110, 38682
A, 59019, 39748
A, 55932, 35163
A, 57632, 37220
A, 56429, 35600
A, 59796, 34874
A, 51782, 34639
A, 54794, 34578
A, 55615, 36243
A, 57356, 40144
A, 58457, 37432
A, 58770, 33452
A, 58965, 33085
A, 55470, 35116
A, 56993, 32158
A, 58047, 36416
A, 54381, 36820
A, 57391, 35246
A, 56730, 35577
A, 52492, 35399
A, 54286, 34827
A, 55842, 36136
A, 56678, 35623
A, 56690, 36823
A, 57832, 36316
A, 56688, 36583
A, 58706, 36418
A, 55517, 34972
A, 56809, 36297
A, 55983, 38451
A, 57652, 35563
A, 56680, 34674
A, 55269, 35481
A, 56805, 36159
A, 57312, 35967
A, 55628, 34757
A, 58214, 37687
A, 57022, 36838
A, 56611, 34057
A, 55580, 34586
A, 58427, 32683
A, 55448, 37197
A, 56636, 35529
A, 53222, 36200
A, 56396, 37255
A, 57306, 37084
A, 57593, 37299
A, 57370, 36555
